curTimeStamp,longitude,latitude,UtmX,UtmY,Yaw,Speed,stationId,SpeedLimit,dis2inter,Str_is_val,StrSignalState,StrlikelyEndTime,Left_is_val,LeftSignalState,LeftlikelyEndTime,Right_is_val,RighSignalState,RightlikelyEndTime,TarId,TarDistance,TarAngle,TarSpeed
1600671794.639222	,118.758983	,31.977667	,666197.117716	,3539311.558013	,4.607936	,28.211304	,8003	,16.667000	,38.700000	,1	,5	,27.400000	,1	,3	,30.400000	,0	,0	,3276.700000	
1600671794.739010	,118.758974	,31.977666	,666196.334032	,3539311.458801	,4.607041	,28.216172	,8003	,16.667000	,38.700000	,1	,5	,27.300000	,1	,3	,30.300000	,0	,0	,3276.700000	
1600671794.838269	,118.758966	,31.977665	,666195.559471	,3539311.355179	,4.606356	,28.191851	,8003	,16.667000	,38.700000	,1	,5	,27.200000	,1	,3	,30.200000	,0	,0	,3276.700000	
1600671794.939059	,118.758958	,31.977665	,666194.777794	,3539311.252017	,4.604862	,28.117562	,8003	,16.667000	,38.700000	,1	,5	,27.100000	,1	,3	,30.100000	,0	,0	,3276.700000	
1600671795.038652	,118.758950	,31.977664	,666194.001178	,3539311.151040	,4.602690	,28.031747	,8003	,16.667000	,38.700000	,1	,5	,27.000000	,1	,3	,30.000000	,0	,0	,3276.700000	
1600671795.138579	,118.758941	,31.977663	,666193.237718	,3539311.036782	,4.601314	,27.867793	,8003	,16.667000	,38.700000	,1	,5	,26.900000	,1	,3	,29.900000	,0	,0	,3276.700000	
1600671795.239721	,118.758933	,31.977662	,666192.475609	,3539310.927822	,4.600788	,27.643660	,8003	,16.667000	,38.700000	,1	,5	,26.800000	,1	,3	,29.800000	,0	,0	,3276.700000	
1600671795.240496	,118.758929	,31.977662	,666192.093465	,3539310.873468	,4.600571	,27.468889	,8003	,16.667000	,38.700000	,1	,5	,26.700000	,1	,3	,29.700000	,0	,0	,3276.700000	
1600671795.438812	,118.758917	,31.977660	,666190.973328	,3539310.719130	,4.597516	,26.905498	,8003	,16.667000	,31.500000	,1	,5	,26.600000	,1	,3	,29.600000	,0	,0	,3276.700000	
1600671795.538726	,118.758910	,31.977659	,666190.244610	,3539310.601390	,4.596486	,26.519717	,8003	,16.667000	,31.500000	,1	,5	,26.500000	,1	,3	,29.500000	,0	,0	,3276.700000	
1600671795.638117	,118.758902	,31.977658	,666189.517122	,3539310.488937	,4.597312	,26.206469	,8003	,16.667000	,31.500000	,1	,5	,26.400000	,1	,3	,29.400000	,0	,0	,3276.700000	
1600671795.738866	,118.758894	,31.977658	,666188.805164	,3539310.385743	,4.597907	,25.756756	,8003	,16.667000	,31.500000	,1	,5	,26.300000	,1	,3	,29.300000	,0	,0	,3276.700000	
